date,formula,direction,entry,pnl_pts,reason,held_bars,gap
2024-01-15,01_gap,long,17583.78,-52.0,stop,1,112.08571428571304
2024-01-16,01_gap,short,17387.2,-52.0,stop,3,-103.87285714285827
2024-01-18,01_gap,long,17242.9,-17.110000000000582,time_1330,8,80.16857142857043
2024-01-19,01_gap,long,17515.44,148.0,tp,5,353.24999999999636
2024-01-22,01_gap,long,17864.97,-52.0,stop,1,138.2142857142826
2024-01-25,01_gap,long,17965.79,34.82999999999811,time_1330,8,114.3571428571413
2024-01-31,01_gap,short,17938.01,46.44999999999709,time_1330,8,-70.8471428571429
2024-02-02,01_gap,long,18004.8,53.13000000000102,time_1330,8,78.36571428571187
2024-02-15,01_gap,long,18609.28,-52.0,stop,1,615.9200000000019
2024-02-21,01_gap,short,18657.81,-52.0,stop,1,-66.05857142857349
2024-02-22,01_gap,long,18829.69,-52.0,stop,1,195.8857142857123
2024-02-23,01_gap,long,18953.63,-52.0,stop,7,137.0414285714287
2024-03-01,01_gap,long,18975.35,-52.0,stop,5,61.47999999999956
2024-03-04,01_gap,long,19200.12,103.19000000000233,time_1330,8,266.49285714285725
2024-03-05,01_gap,long,19376.39,8.529999999998836,time_1330,8,100.70999999999913
2024-03-06,01_gap,short,19366.8,-52.0,stop,1,-128.19714285714144
2024-03-07,01_gap,long,19735.88,-52.0,stop,1,229.28999999999724
2024-03-08,01_gap,long,19982.6,-52.0,stop,2,368.1342857142881
2024-03-11,01_gap,short,19781.53,53.44999999999709,time_1330,8,-107.46142857142695
2024-03-13,01_gap,long,19978.43,-52.0,stop,1,167.45285714285637
2024-03-15,01_gap,short,19854.21,148.0,tp,8,-124.86714285713606
2024-03-18,01_gap,long,19747.87,129.97999999999956,time_1330,8,87.42285714286118
2024-03-19,01_gap,short,19789.44,-52.0,stop,1,-110.6385714285716
2024-03-21,01_gap,long,20080.33,116.7599999999984,time_1330,8,284.3385714285687
2024-03-26,01_gap,long,20342.71,-52.0,stop,1,102.83142857142593
2024-04-02,01_gap,long,20398.92,65.65000000000146,time_1330,8,173.0871428571445
2024-04-03,01_gap,short,20344.55,-52.0,stop,3,-139.77142857142826
2024-04-08,01_gap,long,20413.98,1.7200000000011642,time_1330,8,83.80428571429002
2024-04-09,01_gap,long,20685.52,108.68000000000029,time_1330,8,169.29714285714363
2024-04-15,01_gap,short,20581.14,129.36999999999898,time_1330,8,-163.40857142857203
2024-04-16,01_gap,short,20080.21,148.0,tp,1,-164.66857142857407
2024-04-17,01_gap,long,20095.54,148.0,tp,7,178.0
2024-04-18,01_gap,short,20150.43,-52.0,stop,1,-126.40571428571639
2024-04-19,01_gap,short,19766.98,148.0,tp,1,-401.29142857143233
2024-04-23,01_gap,long,19628.78,-52.0,stop,1,275.130000000001
2024-04-24,01_gap,long,20004.43,148.0,tp,7,316.45000000000437
2024-04-25,01_gap,short,19916.29,56.87000000000262,time_1330,8,-198.04571428571944
2024-04-26,01_gap,long,20154.61,-36.10000000000218,time_1330,8,264.14857142857363
2024-04-29,01_gap,long,20378.38,115.13999999999942,time_1330,8,208.7457142857129
2024-05-03,01_gap,long,20500.57,-52.0,stop,1,254.778571428571
2024-05-06,01_gap,long,20545.94,-24.62999999999738,time_1330,8,235.78857142857305
2024-05-07,01_gap,long,20571.87,-52.0,stop,1,154.80285714285856
2024-05-13,01_gap,long,20875.55,-52.0,stop,5,214.40285714285346
2024-05-15,01_gap,long,21153.38,148.0,tp,1,164.84714285714654
2024-05-16,01_gap,long,21479.12,-52.0,stop,1,273.99285714285725
2024-05-23,01_gap,long,21530.09,75.34000000000015,time_1330,8,103.15142857142564
2024-05-24,01_gap,short,21519.29,-52.0,stop,1,-207.70714285714712
2024-05-27,01_gap,long,21828.09,-52.0,stop,5,198.4314285714281
2024-05-30,01_gap,short,21505.68,139.20000000000073,time_1330,8,-244.78571428571377
2024-05-31,01_gap,long,21481.32,-52.0,stop,2,98.70285714285637
2024-06-03,01_gap,long,21428.65,148.0,tp,1,331.1814285714281
2024-06-06,01_gap,long,21904.66,-3.959999999999127,time_1330,8,444.00285714285565
2024-06-11,01_gap,long,21926.34,-52.0,stop,2,107.71999999999753
2024-06-12,01_gap,long,21894.99,148.0,tp,4,93.44571428571362
2024-06-13,01_gap,long,22415.78,-52.0,stop,1,278.59142857142797
2024-06-18,01_gap,long,22720.18,-52.0,stop,1,233.0600000000013
2024-06-19,01_gap,long,23030.71,148.0,tp,2,210.32857142857392
2024-06-21,01_gap,short,23217.15,-52.0,stop,1,-245.4599999999955
2024-06-24,01_gap,short,23030.51,148.0,tp,1,-138.64428571428653
2024-06-25,01_gap,short,22590.05,-52.0,stop,1,-114.20000000000073
2024-06-26,01_gap,long,23038.8,-52.0,stop,3,129.77999999999884
2024-06-27,01_gap,short,22803.62,-52.0,stop,1,-214.82428571428318
2024-07-03,01_gap,long,23003.69,148.0,tp,8,204.85000000000218
2024-07-04,01_gap,long,23418.3,148.0,tp,6,250.69857142856927
2024-07-10,01_gap,short,23840.4,-52.0,stop,1,-111.11000000000422
2024-07-11,01_gap,long,24211.84,148.0,tp,4,260.3842857142845
2024-07-12,01_gap,short,23967.27,148.0,tp,7,-548.3557142857135
2024-07-18,01_gap,short,23382.97,148.0,tp,2,-488.0171428571448
2024-07-19,01_gap,short,23157.76,148.0,tp,1,-185.96571428571406
2024-07-23,01_gap,long,22722.02,-52.0,stop,1,373.01714285714115
2024-07-26,01_gap,short,22009.61,-52.0,stop,1,-938.6314285714252
2024-07-29,01_gap,long,22331.52,-52.0,stop,1,324.2971428571436
2024-07-30,01_gap,short,22007.19,148.0,tp,2,-158.65428571428492
2024-07-31,01_gap,short,22173.54,-52.0,stop,1,-163.55714285714566
2024-08-01,01_gap,long,22613.75,-52.0,stop,1,441.6857142857152
2024-08-02,01_gap,short,22032.72,148.0,tp,1,-673.3585714285655
2024-08-05,01_gap,short,20189.02,-52.0,stop,1,-1050.5557142857142
2024-08-06,01_gap,long,20253.85,-52.0,stop,1,774.0485714285714
2024-08-08,01_gap,short,20833.07,-52.0,stop,1,-414.67857142856883
2024-08-09,01_gap,long,21419.55,148.0,tp,2,554.5571428571457
2024-08-14,01_gap,long,22040.05,-52.0,stop,1,258.0
2024-08-16,01_gap,long,22301.65,45.68000000000029,time_1330,8,393.6142857142877
2024-08-29,01_gap,short,22041.91,-52.0,stop,1,-315.45857142857494
2024-09-02,01_gap,long,22370.56,-52.0,stop,1,141.971428571429
