date,formula,direction,entry,exit,pnl_pts,reason,gap,avg_amp
2023-09-27,01_瞬間決策_淡化,long,16246.0,16311.0,63.0,time,-220.0,134.85
2023-09-28,01_瞬間決策_淡化,short,16342.0,16382.0,-42.0,stop,108.0,135.4
2023-10-02,01_瞬間決策_淡化,short,16531.0,16571.0,-42.0,stop,206.0,134.35
2023-10-03,01_瞬間決策_淡化,short,16497.0,16537.0,-42.0,stop,69.0,132.85
2023-10-04,01_瞬間決策_淡化,long,16285.0,16245.0,-42.0,stop,-226.0,136.05
2023-10-06,01_瞬間決策_淡化,short,16476.0,16516.0,-42.0,stop,140.0,139.95
2023-10-11,01_瞬間決策_淡化,short,16829.0,16717.0,110.0,time,372.0,142.7
2023-10-12,01_瞬間決策_淡化,short,16768.0,16808.0,-42.0,stop,108.0,138.75
2023-10-16,01_瞬間決策_淡化,long,16661.0,16621.0,-42.0,stop,-75.0,131.6
2023-10-17,01_瞬間決策_淡化,short,16767.0,16672.0,93.0,time,117.0,129.65
2023-10-18,01_瞬間決策_淡化,long,16642.0,16602.0,-42.0,stop,-128.0,133.9
2023-10-19,01_瞬間決策_淡化,long,16365.0,16458.0,91.0,time,-303.0,135.6
2023-10-23,01_瞬間決策_淡化,long,16350.0,16310.0,-42.0,stop,-143.0,139.25
2023-10-25,01_瞬間決策_淡化,short,16370.0,16410.0,-42.0,stop,72.0,137.0
2023-10-26,01_瞬間決策_淡化,long,16144.0,16104.0,-42.0,stop,-249.0,136.3
2023-10-27,01_瞬間決策_淡化,long,16137.0,16151.0,12.0,time,-76.0,134.4
2023-10-31,01_瞬間決策_淡化,short,16180.0,16012.3,165.70000000000073,target,107.0,139.75
2023-11-01,01_瞬間決策_淡化,long,16099.0,16059.0,-42.0,stop,-101.0,141.55
2023-11-02,01_瞬間決策_淡化,short,16256.0,16296.0,-42.0,stop,195.0,141.75
2023-11-03,01_瞬間決策_淡化,short,16488.0,16528.0,-42.0,stop,285.0,140.45
2023-11-06,01_瞬間決策_淡化,short,16680.0,16720.0,-42.0,stop,175.0,136.75
2023-11-09,01_瞬間決策_淡化,long,16711.0,16763.0,50.0,time,-51.0,133.1
2023-11-10,01_瞬間決策_淡化,long,16664.0,16736.0,70.0,time,-65.0,134.8
2023-11-13,01_瞬間決策_淡化,short,16969.0,16876.0,91.0,time,254.0,138.25
2023-11-14,01_瞬間決策_淡化,long,16948.0,16968.0,18.0,time,-71.0,135.05
2023-11-15,01_瞬間決策_淡化,short,17190.0,17162.0,26.0,time,279.0,131.3
2023-11-20,01_瞬間決策_淡化,short,17227.0,17267.0,-42.0,stop,69.0,125.7
2023-11-21,01_瞬間決策_淡化,short,17281.0,17321.0,-42.0,stop,70.0,123.2
2023-11-23,01_瞬間決策_淡化,long,17275.0,17235.0,-42.0,stop,-56.0,119.2
2023-11-27,01_瞬間決策_淡化,long,17257.0,17217.0,-42.0,stop,-62.0,123.05
2023-11-28,01_瞬間決策_淡化,long,17215.0,17361.64,144.63999999999942,target,-79.0,122.2
2023-11-29,01_瞬間決策_淡化,short,17339.0,17379.0,-42.0,stop,118.0,121.9
2023-12-01,01_瞬間決策_淡化,long,17333.0,17293.0,-42.0,stop,-45.0,124.9
2023-12-04,01_瞬間決策_淡化,short,17465.0,17419.0,44.0,time,120.0,124.45
2023-12-05,01_瞬間決策_淡化,long,17285.0,17245.0,-42.0,stop,-208.0,124.45
2023-12-06,01_瞬間決策_淡化,short,17367.0,17407.0,-42.0,stop,48.0,124.3
2023-12-08,01_瞬間決策_淡化,short,17409.0,17449.0,-42.0,stop,97.0,124.8
2023-12-12,01_瞬間決策_淡化,short,17518.0,17464.0,52.0,time,96.0,125.4
2023-12-14,01_瞬間決策_淡化,short,17608.0,17648.0,-42.0,stop,120.0,123.4
2023-12-15,01_瞬間決策_淡化,short,17771.0,17674.0,95.0,time,204.0,123.5
2023-12-18,01_瞬間決策_淡化,long,17660.0,17620.0,-42.0,stop,-82.0,121.1
2023-12-19,01_瞬間決策_淡化,long,17589.0,17549.0,-42.0,stop,-50.0,119.55
2023-12-21,01_瞬間決策_淡化,long,17442.0,17529.0,85.0,time,-147.0,120.95
2023-12-22,01_瞬間決策_淡化,short,17563.0,17558.0,3.0,time,167.0,119.45
2023-12-26,01_瞬間決策_淡化,short,17651.0,17691.0,-42.0,stop,43.0,106.55
2023-12-27,01_瞬間決策_淡化,short,17755.0,17795.0,-42.0,stop,123.0,106.6
2023-12-28,01_瞬間決策_淡化,short,17850.0,17865.0,-17.0,time,101.0,103.65
2024-01-03,01_瞬間決策_淡化,long,17658.0,17618.0,-42.0,stop,-168.0,104.0
2024-01-04,01_瞬間決策_淡化,long,17525.0,17546.0,19.0,time,-149.0,101.55
2024-01-05,01_瞬間決策_淡化,short,17577.0,17617.0,-42.0,stop,41.0,102.8
2024-01-09,01_瞬間決策_淡化,short,17770.0,17635.84,132.15999999999985,target,223.0,111.8
2024-01-10,01_瞬間決策_淡化,long,17509.0,17469.0,-42.0,stop,-258.0,110.0
2024-01-15,01_瞬間決策_淡化,short,17580.0,17620.0,-42.0,stop,95.0,114.2
2024-01-17,01_瞬間決策_淡化,long,17329.0,17289.0,-42.0,stop,-243.0,119.85
2024-01-18,01_瞬間決策_淡化,long,17240.0,17280.0,38.0,time,-88.0,121.15
2024-01-19,01_瞬間決策_淡化,short,17541.0,17581.0,-42.0,stop,316.0,123.65
2024-01-22,01_瞬間決策_淡化,short,17816.0,17817.0,-3.0,time,301.0,125.7
2024-01-24,01_瞬間決策_淡化,short,17903.0,17903.0,-2.0,time,116.0,125.05
2024-01-25,01_瞬間決策_淡化,short,18016.0,17995.0,19.0,time,90.0,122.95
2024-01-26,01_瞬間決策_淡化,long,17951.0,17999.0,46.0,time,-61.0,124.0
2024-01-30,01_瞬間決策_淡化,short,18129.0,18081.0,46.0,time,111.0,123.95
2024-01-31,01_瞬間決策_淡化,long,17990.0,17950.0,-42.0,stop,-125.0,120.9
2024-02-01,01_瞬間決策_淡化,long,17956.0,17916.0,-42.0,stop,-85.0,123.6
2024-02-02,01_瞬間決策_淡化,short,18100.0,18084.0,14.0,time,202.0,120.95
2024-02-05,01_瞬間決策_淡化,long,18008.0,17968.0,-42.0,stop,-46.0,121.25
2024-02-15,01_瞬間決策_淡化,short,18590.0,18630.0,-42.0,stop,532.0,116.7
2024-02-16,01_瞬間決策_淡化,short,18683.0,18723.0,-42.0,stop,579.0,117.25
2024-02-21,01_瞬間決策_淡化,short,18755.0,18692.0,61.0,time,99.0,113.8
2024-02-22,01_瞬間決策_淡化,short,18887.0,18752.0,133.0,target,131.0,112.5
2024-02-23,01_瞬間決策_淡化,short,18990.0,18913.0,75.0,time,275.0,110.2
2024-02-26,01_瞬間決策_淡化,long,18907.0,18867.0,-42.0,stop,-96.0,111.8
2024-02-29,01_瞬間決策_淡化,long,18808.0,18953.32,143.3199999999997,target,-160.0,121.1
2024-03-01,01_瞬間決策_淡化,short,18968.0,19008.0,-42.0,stop,87.0,121.4
2024-03-04,01_瞬間決策_淡化,short,19144.0,19184.0,-42.0,stop,190.0,128.3
2024-03-05,01_瞬間決策_淡化,short,19362.0,19402.0,-42.0,stop,238.0,130.1
2024-03-06,01_瞬間決策_淡化,long,19282.0,19448.02,164.02000000000044,target,-95.0,138.35
2024-03-07,01_瞬間決策_淡化,short,19688.0,19728.0,-42.0,stop,421.0,139.4
2024-03-08,01_瞬間決策_淡化,short,19930.0,19970.0,-42.0,stop,235.0,154.2
2024-03-11,01_瞬間決策_淡化,long,19691.0,19715.0,22.0,time,-258.0,156.55
2024-03-13,01_瞬間決策_淡化,short,19994.0,20034.0,-42.0,stop,316.0,168.65
2024-03-14,01_瞬間決策_淡化,long,19897.0,19857.0,-42.0,stop,-94.0,170.4
2024-03-18,01_瞬間決策_淡化,long,19778.0,19919.0,139.0,time,-81.0,173.65
2024-03-19,01_瞬間決策_淡化,short,19845.0,19885.0,-42.0,stop,91.0,178.35
2024-03-21,01_瞬間決策_淡化,short,20048.0,20088.0,-42.0,stop,191.0,187.3
2024-03-22,01_瞬間決策_淡化,short,20226.0,20266.0,-42.0,stop,244.0,188.5
2024-03-28,01_瞬間決策_淡化,short,20238.0,20203.0,33.0,time,98.0,195.6
2024-04-01,01_瞬間決策_淡化,short,20393.0,20288.0,103.0,time,182.0,193.2
2024-04-09,01_瞬間決策_淡化,short,20538.0,20578.0,-42.0,stop,85.0,187.3
2024-04-10,01_瞬間決策_淡化,short,20822.0,20862.0,-42.0,stop,317.0,184.4
2024-04-11,01_瞬間決策_淡化,long,20706.0,20666.0,-42.0,stop,-116.0,177.15
2024-04-15,01_瞬間決策_淡化,long,20544.0,20504.0,-42.0,stop,-224.0,172.9
2024-04-16,01_瞬間決策_淡化,long,20334.0,20294.0,-42.0,stop,-158.0,190.4
2024-04-17,01_瞬間決策_淡化,long,19979.0,20214.32,233.3199999999997,target,-311.0,196.1
2024-04-18,01_瞬間決策_淡化,short,20070.0,20110.0,-42.0,stop,146.0,204.45
2024-04-19,01_瞬間決策_淡化,long,19840.0,19800.0,-42.0,stop,-179.0,228.5
2024-04-22,01_瞬間決策_淡化,long,19620.0,19580.0,-42.0,stop,-378.0,230.25
2024-04-24,01_瞬間決策_淡化,short,19930.0,19970.0,-42.0,stop,246.0,240.0
2024-04-26,01_瞬間決策_淡化,short,20126.0,20166.0,-42.0,stop,156.0,229.25
2024-04-29,01_瞬間決策_淡化,short,20350.0,20390.0,-42.0,stop,220.0,233.3
2024-04-30,01_瞬間決策_淡化,short,20518.0,20558.0,-42.0,stop,266.0,236.55
2024-05-02,01_瞬間決策_淡化,long,20250.0,20291.0,39.0,time,-255.0,237.75
2024-05-03,01_瞬間決策_淡化,short,20548.0,20588.0,-42.0,stop,277.0,243.6
2024-05-06,01_瞬間決策_淡化,short,20685.0,20602.0,81.0,time,172.0,244.0
2024-05-08,01_瞬間決策_淡化,long,20618.0,20578.0,-42.0,stop,-125.0,238.0
2024-05-13,01_瞬間決策_淡化,short,20942.0,20883.0,57.0,time,242.0,246.7
2024-05-15,01_瞬間決策_淡化,short,21192.0,21232.0,-42.0,stop,309.0,234.7
2024-05-16,01_瞬間決策_淡化,short,21465.0,21505.0,-42.0,stop,295.0,231.85
2024-05-17,01_瞬間決策_淡化,long,21303.0,21336.0,31.0,time,-150.0,221.1
2024-05-20,01_瞬間決策_淡化,short,21435.0,21475.0,-42.0,stop,150.0,204.75
2024-05-23,01_瞬間決策_淡化,short,21630.0,21604.0,24.0,time,319.0,201.6
2024-05-24,01_瞬間決策_淡化,long,21448.0,21565.0,115.0,time,-101.0,204.5
2024-05-27,01_瞬間決策_淡化,short,21670.0,21710.0,-42.0,stop,249.0,207.55
2024-05-28,01_瞬間決策_淡化,short,21892.0,21932.0,-42.0,stop,237.0,202.5
2024-05-30,01_瞬間決策_淡化,long,21512.0,21472.0,-42.0,stop,-407.0,204.25
2024-06-03,01_瞬間決策_淡化,long,21469.0,21429.0,-42.0,stop,-94.0,212.3
2024-06-04,01_瞬間決策_淡化,short,21560.0,21301.04,256.9599999999991,target,207.0,215.8
2024-06-05,01_瞬間決策_淡化,long,21350.0,21310.0,-42.0,stop,-209.0,220.95
2024-06-06,01_瞬間決策_淡化,short,21825.0,21865.0,-42.0,stop,523.0,221.6
2024-06-11,01_瞬間決策_淡化,short,21920.0,21960.0,-42.0,stop,106.0,220.1
2024-06-13,01_瞬間決策_淡化,short,22308.0,22348.0,-42.0,stop,471.0,226.8
2024-06-17,01_瞬間決策_淡化,short,22430.0,22470.0,-42.0,stop,160.0,228.25
2024-06-18,01_瞬間決策_淡化,short,22592.0,22632.0,-42.0,stop,135.0,218.5
2024-06-19,01_瞬間決策_淡化,short,22883.0,22923.0,-42.0,stop,149.0,225.45
2024-06-20,01_瞬間決策_淡化,short,23153.0,23193.0,-42.0,stop,206.0,222.65
2024-06-21,01_瞬間決策_淡化,long,23034.0,23210.0,174.0,time,-110.0,227.5
2024-06-25,01_瞬間決策_淡化,long,22608.0,22568.0,-42.0,stop,-422.0,240.8
2024-06-26,01_瞬間決策_淡化,short,22806.0,22846.0,-42.0,stop,216.0,246.4
2024-06-27,01_瞬間決策_淡化,long,22614.0,22574.0,-42.0,stop,-202.0,250.4
2024-06-28,01_瞬間決策_淡化,short,22908.0,22948.0,-42.0,stop,223.0,257.35
2024-07-01,01_瞬間決策_淡化,short,22960.0,23000.0,-42.0,stop,102.0,252.25
2024-07-02,01_瞬間決策_淡化,long,22838.0,22798.0,-42.0,stop,-107.0,252.35
2024-07-03,01_瞬間決策_淡化,short,23073.0,23113.0,-42.0,stop,156.0,248.2
2024-07-04,01_瞬間決策_淡化,short,23487.0,23527.0,-42.0,stop,436.0,243.1
2024-07-05,01_瞬間決策_淡化,short,23659.0,23570.0,87.0,time,189.0,242.1
2024-07-09,01_瞬間決策_淡化,short,23945.0,23985.0,-42.0,stop,382.0,273.9
2024-07-10,01_瞬間決策_淡化,long,23759.0,23719.0,-42.0,stop,-109.0,275.85
2024-07-11,01_瞬間決策_淡化,short,24251.0,24291.0,-42.0,stop,485.0,274.8
2024-07-12,01_瞬間決策_淡化,long,24038.0,23998.0,-42.0,stop,-213.0,276.9
2024-07-16,01_瞬間決策_淡化,long,23842.0,24000.0,156.0,time,-213.0,297.85
2024-07-17,01_瞬間決策_淡化,short,24009.0,23772.0,235.0,time,229.0,297.5
2024-07-18,01_瞬間決策_淡化,long,23294.0,23254.0,-42.0,stop,-770.0,298.3
2024-07-22,01_瞬間決策_淡化,long,22859.0,22819.0,-42.0,stop,-191.0,319.45
2024-07-23,01_瞬間決策_淡化,long,22600.0,22830.0,228.0,time,-185.0,316.15
2024-07-26,01_瞬間決策_淡化,long,22028.0,21988.0,-42.0,stop,-692.0,315.0
2024-07-29,01_瞬間決策_淡化,long,22430.0,22390.0,-42.0,stop,-290.0,320.3
2024-07-30,01_瞬間決策_淡化,long,21933.0,21893.0,-42.0,stop,-320.0,328.6
2024-08-01,01_瞬間決策_淡化,short,22721.0,22653.0,66.0,time,823.0,333.55
2024-08-02,01_瞬間決策_淡化,long,22000.0,21960.0,-42.0,stop,-687.0,352.75
2024-08-05,01_瞬間決策_淡化,long,20712.0,20672.0,-42.0,stop,-1416.0,412.9
2024-08-06,01_瞬間決策_淡化,long,20395.0,20355.0,-42.0,stop,-702.0,465.4
2024-08-07,01_瞬間決策_淡化,short,20500.0,20540.0,-42.0,stop,277.0,483.35
2024-08-08,01_瞬間決策_淡化,short,20680.0,20720.0,-42.0,stop,360.0,486.8
2024-08-09,01_瞬間決策_淡化,short,21305.0,21345.0,-42.0,stop,580.0,499.25
2024-08-12,01_瞬間決策_淡化,short,21650.0,21690.0,-42.0,stop,221.0,501.75
2024-08-13,01_瞬間決策_淡化,short,21848.0,21888.0,-42.0,stop,287.0,499.25
2024-08-14,01_瞬間決策_淡化,short,22104.0,22144.0,-42.0,stop,301.0,493.95
2024-08-16,01_瞬間決策_淡化,short,22324.0,22364.0,-42.0,stop,370.0,483.8
2024-08-21,01_瞬間決策_淡化,long,22282.0,22242.0,-42.0,stop,-273.0,442.4
2024-08-23,01_瞬間決策_淡化,long,21942.0,21902.0,-42.0,stop,-312.0,443.3
2024-08-26,01_瞬間決策_淡化,short,22230.0,22270.0,-42.0,stop,397.0,440.6
2024-08-27,01_瞬間決策_淡化,long,22112.0,22072.0,-42.0,stop,-178.0,426.7
2024-08-29,01_瞬間決策_淡化,long,21938.0,22176.0,236.0,time,-300.0,432.1
2024-08-30,01_瞬間決策_淡化,short,22320.0,22360.0,-42.0,stop,170.0,410.2
2024-09-04,01_瞬間決策_淡化,long,21246.0,21206.0,-42.0,stop,-974.0,295.15
2024-09-09,01_瞬間決策_淡化,long,20734.0,20694.0,-42.0,stop,-628.0,291.95
2024-09-10,01_瞬間決策_淡化,short,21233.0,21273.0,-42.0,stop,673.0,298.95
2024-09-11,01_瞬間決策_淡化,long,21100.0,21060.0,-42.0,stop,-210.0,295.45
2024-09-12,01_瞬間決策_淡化,short,21597.0,21637.0,-42.0,stop,452.0,297.5
2024-09-13,01_瞬間決策_淡化,short,21800.0,21820.0,-22.0,time,283.0,297.8
2024-09-20,01_瞬間決策_淡化,short,22345.0,22385.0,-42.0,stop,694.0,312.05
2024-09-25,01_瞬間決策_淡化,short,22835.0,22792.0,41.0,time,517.0,300.8
2024-09-26,01_瞬間決策_淡化,short,23034.0,23074.0,-42.0,stop,209.0,291.8
2024-09-27,01_瞬間決策_淡化,short,23190.0,22884.0,304.0,time,251.0,290.4
2024-09-30,01_瞬間決策_淡化,long,22699.0,22659.0,-42.0,stop,-512.0,304.7
2024-10-01,01_瞬間決策_淡化,long,22246.0,22391.0,143.0,time,-405.0,302.65
2024-10-04,01_瞬間決策_淡化,short,22331.0,22371.0,-42.0,stop,231.0,299.8
2024-10-07,01_瞬間決策_淡化,short,22570.0,22610.0,-42.0,stop,470.0,287.3
2024-10-09,01_瞬間決策_淡化,short,22770.0,22810.0,-42.0,stop,210.0,269.5
2024-10-14,01_瞬間決策_淡化,short,22987.0,23027.0,-42.0,stop,198.0,249.45
2024-10-15,01_瞬間決策_淡化,short,23225.0,23265.0,-42.0,stop,185.0,254.25
2024-10-16,01_瞬間決策_淡化,long,22952.0,23258.3,304.2999999999993,target,-208.0,255.25
2024-10-17,01_瞬間決策_淡化,short,23142.0,23182.0,-42.0,stop,272.0,260.05
2024-10-18,01_瞬間決策_淡化,short,23820.0,23657.0,161.0,time,645.0,268.9
2024-10-22,01_瞬間決策_淡化,long,23560.0,23520.0,-42.0,stop,-165.0,263.8
2024-10-23,01_瞬間決策_淡化,long,23498.0,23458.0,-42.0,stop,-162.0,260.6
2024-10-24,01_瞬間決策_淡化,long,23383.0,23343.0,-42.0,stop,-178.0,266.2
2024-10-28,01_瞬間決策_淡化,short,23650.0,23318.62,329.380000000001,target,363.0,276.15
2024-10-29,01_瞬間決策_淡化,long,23137.0,23097.0,-42.0,stop,-414.0,289.6
2024-11-01,01_瞬間決策_淡化,long,22397.0,22357.0,-42.0,stop,-303.0,296.3
2024-11-06,01_瞬間決策_淡化,short,23250.0,23290.0,-42.0,stop,402.0,318.25
2024-11-08,01_瞬間決策_淡化,short,23772.0,23781.0,-11.0,time,531.0,332.9
2024-11-11,01_瞬間決策_淡化,long,23555.0,23515.0,-42.0,stop,-186.0,336.4
2024-11-12,01_瞬間決策_淡化,long,23013.0,22973.0,-42.0,stop,-551.0,343.8
2024-11-13,01_瞬間決策_淡化,long,22755.0,22783.0,26.0,time,-359.0,344.25
2024-11-20,01_瞬間決策_淡化,short,22947.0,22987.0,-42.0,stop,325.0,341.3
2024-11-21,01_瞬間決策_淡化,long,22647.0,22607.0,-42.0,stop,-211.0,343.5
2024-11-25,01_瞬間決策_淡化,short,23254.0,23066.0,186.0,time,453.0,347.4
2024-11-26,01_瞬間決策_淡化,long,22710.0,22670.0,-42.0,stop,-342.0,336.85
2024-11-27,01_瞬間決策_淡化,long,22600.0,22560.0,-42.0,stop,-255.0,331.55
2024-11-28,01_瞬間決策_淡化,long,22302.0,22262.0,-42.0,stop,-349.0,329.95
2024-12-02,01_瞬間決策_淡化,short,22530.0,22570.0,-42.0,stop,253.0,321.35
2024-12-03,01_瞬間決策_淡化,short,23152.0,23112.0,38.0,time,604.0,308.1
2024-12-09,01_瞬間決策_淡化,long,23193.0,23249.0,54.0,time,-153.0,268.5
2024-12-11,01_瞬間決策_淡化,long,22887.0,22847.0,-42.0,stop,-332.0,262.4
2024-12-12,01_瞬間決策_淡化,short,23004.0,23044.0,-42.0,stop,154.0,257.6
2024-12-16,01_瞬間決策_淡化,short,23220.0,23260.0,-42.0,stop,321.0,259.45
2024-12-18,01_瞬間決策_淡化,long,23002.0,23183.0,179.0,time,-111.0,249.95
2024-12-19,01_瞬間決策_淡化,long,22747.0,22849.0,100.0,time,-214.0,248.4
2024-12-23,01_瞬間決策_淡化,short,22904.0,22944.0,-42.0,stop,96.0,247.9
2024-12-24,01_瞬間決策_淡化,short,23430.0,23216.0,212.0,time,537.0,250.0
2024-12-25,01_瞬間決策_淡化,long,23340.0,23300.0,-42.0,stop,-104.0,238.0
2024-12-27,01_瞬間決策_淡化,long,23194.0,23154.0,-42.0,stop,-133.0,219.15
2024-12-31,01_瞬間決策_淡化,long,22998.0,22958.0,-42.0,stop,-216.0,209.3
2025-01-02,01_瞬間決策_淡化,long,22935.0,22895.0,-42.0,stop,-111.0,213.35
2025-01-06,01_瞬間決策_淡化,short,23222.0,23262.0,-42.0,stop,375.0,226.45
2025-01-07,01_瞬間決策_淡化,short,23965.0,23752.0,211.0,time,739.0,233.95
2025-01-08,01_瞬間決策_淡化,long,23549.0,23509.0,-42.0,stop,-325.0,228.9
2025-01-09,01_瞬間決策_淡化,long,23258.0,23218.0,-42.0,stop,-219.0,233.7
2025-01-10,01_瞬間決策_淡化,long,23083.0,23043.0,-42.0,stop,-255.0,232.6
2025-01-13,01_瞬間決策_淡化,long,22960.0,22920.0,-42.0,stop,-195.0,251.25
2025-01-14,01_瞬間決策_淡化,long,22690.0,22650.0,-42.0,stop,-238.0,246.95
2025-01-15,01_瞬間決策_淡化,short,22814.0,22512.0,300.0,time,337.0,253.5
2025-01-16,01_瞬間決策_淡化,short,23080.0,23120.0,-42.0,stop,391.0,251.0
2025-01-17,01_瞬間決策_淡化,short,23277.0,23317.0,-42.0,stop,304.0,259.7
2025-01-21,01_瞬間決策_淡化,short,23426.0,23365.0,59.0,time,181.0,253.45
2025-01-22,01_瞬間決策_淡化,short,23600.0,23640.0,-42.0,stop,268.0,247.15
2025-02-03,01_瞬間決策_淡化,long,22680.0,22640.0,-42.0,stop,-894.0,255.6
2025-02-04,01_瞬間決策_淡化,long,22919.0,22879.0,-42.0,stop,-883.0,262.7
2025-02-05,01_瞬間決策_淡化,short,23077.0,23117.0,-42.0,stop,282.0,262.25
2025-02-06,01_瞬間決策_淡化,short,23355.0,23290.0,63.0,time,273.0,261.0
2025-02-11,01_瞬間決策_淡化,short,23391.0,23431.0,-42.0,stop,145.0,257.15
2025-02-18,01_瞬間決策_淡化,short,23581.0,23621.0,-42.0,stop,272.0,243.85
2025-02-25,01_瞬間決策_淡化,long,23231.0,23191.0,-42.0,stop,-257.0,204.9
2025-02-26,01_瞬間決策_淡化,long,23150.0,23110.0,-42.0,stop,-119.0,211.0
2025-02-27,01_瞬間決策_淡化,short,23374.0,23414.0,-42.0,stop,247.0,214.9
2025-03-03,01_瞬間決策_淡化,long,22650.0,22718.0,66.0,time,-766.0,216.9
2025-03-04,01_瞬間決策_淡化,long,22242.0,22202.0,-42.0,stop,-368.0,226.7
2025-03-05,01_瞬間決策_淡化,short,22659.0,22699.0,-42.0,stop,466.0,229.35
2025-03-06,01_瞬間決策_淡化,short,22991.0,22710.26,278.7400000000016,target,439.0,233.95
2025-03-07,01_瞬間決策_淡化,long,22499.0,22520.0,19.0,time,-504.0,236.95
2025-03-11,01_瞬間決策_淡化,long,21868.0,21828.0,-42.0,stop,-698.0,250.45
2025-03-13,01_瞬間決策_淡化,short,22445.0,22119.62,323.380000000001,target,427.0,271.15
2025-03-14,01_瞬間決策_淡化,long,22120.0,22080.0,-42.0,stop,-266.0,273.5
2025-03-17,01_瞬間決策_淡化,short,22161.0,22201.0,-42.0,stop,159.0,271.9
2025-03-18,01_瞬間決策_淡化,short,22359.0,22259.0,98.0,time,159.0,268.25
2025-03-19,01_瞬間決策_淡化,long,22244.0,22204.0,-42.0,stop,-141.0,273.4
2025-03-21,01_瞬間決策_淡化,short,22323.0,22363.0,-42.0,stop,153.0,278.35
2025-03-25,01_瞬間決策_淡化,short,22330.0,22370.0,-42.0,stop,129.0,283.8
2025-03-27,01_瞬間決策_淡化,long,22031.0,21991.0,-42.0,stop,-338.0,274.6
2025-03-28,01_瞬間決策_淡化,long,21750.0,21710.0,-42.0,stop,-295.0,274.75
2025-03-31,01_瞬間決策_淡化,long,20856.0,20816.0,-42.0,stop,-971.0,282.5
2025-04-01,01_瞬間決策_淡化,long,21000.0,20960.0,-42.0,stop,-141.0,277.95
2025-04-02,01_瞬間決策_淡化,short,21273.0,21313.0,-42.0,stop,185.0,272.05
2025-04-07,01_瞬間決策_淡化,long,19167.0,19167.0,-2.0,time,-2167.0,256.4
2025-04-08,01_瞬間決策_淡化,long,18596.0,18556.0,-42.0,stop,-2263.0,283.65
2025-04-09,01_瞬間決策_淡化,long,17846.0,17806.0,-42.0,stop,-560.0,329.4
2025-04-10,01_瞬間決策_淡化,short,18902.0,18902.0,-2.0,time,852.0,308.2
2025-04-11,01_瞬間決策_淡化,long,18560.0,18520.0,-42.0,stop,-342.0,349.4
2025-04-14,01_瞬間決策_淡化,short,19800.0,19840.0,-42.0,stop,962.0,348.1
2025-04-17,01_瞬間決策_淡化,long,19243.0,19203.0,-42.0,stop,-575.0,362.65
2025-04-18,01_瞬間決策_淡化,short,19380.0,19420.0,-42.0,stop,232.0,355.6
2025-04-22,01_瞬間決策_淡化,long,18945.0,18905.0,-42.0,stop,-423.0,364.8
2025-04-23,01_瞬間決策_淡化,short,19250.0,19290.0,-42.0,stop,380.0,372.3
2025-04-24,01_瞬間決策_淡化,short,19636.0,19676.0,-42.0,stop,580.0,373.7
2025-04-25,01_瞬間決策_淡化,short,19980.0,19873.0,105.0,time,332.0,372.75
2025-05-02,01_瞬間決策_淡化,short,20488.0,20528.0,-42.0,stop,334.0,353.4
2025-05-05,01_瞬間決策_淡化,short,20757.0,20307.84,447.15999999999985,target,327.0,374.3
2025-05-06,01_瞬間決策_淡化,long,20150.0,20337.0,185.0,time,-690.0,390.95
2025-05-07,01_瞬間決策_淡化,short,20440.0,20480.0,-42.0,stop,242.0,368.2
2025-05-08,01_瞬間決策_淡化,short,20475.0,20515.0,-42.0,stop,228.0,323.0
2025-05-09,01_瞬間決策_淡化,short,20649.0,20689.0,-42.0,stop,137.0,336.8
2025-05-12,01_瞬間決策_淡化,short,21015.0,21055.0,-42.0,stop,335.0,288.35
2025-05-13,01_瞬間決策_淡化,short,21421.0,21461.0,-42.0,stop,627.0,273.35
2025-05-14,01_瞬間決策_淡化,short,21677.0,21717.0,-42.0,stop,192.0,267.7
2025-05-15,01_瞬間決策_淡化,short,21776.0,21694.0,80.0,time,99.0,258.5
2025-05-19,01_瞬間決策_淡化,long,21587.0,21547.0,-42.0,stop,-188.0,257.15
2025-05-20,01_瞬間決策_淡化,long,21663.0,21623.0,-42.0,stop,-165.0,252.65
2025-05-21,01_瞬間決策_淡化,long,21472.0,21672.0,198.0,time,-278.0,253.3
2025-05-22,01_瞬間決策_淡化,long,21465.0,21425.0,-42.0,stop,-110.0,239.75
2025-05-27,01_瞬間決策_淡化,short,21403.0,21233.0,168.0,time,153.0,251.55
2025-05-29,01_瞬間決策_淡化,short,21513.0,21553.0,-42.0,stop,109.0,264.35
2025-06-02,01_瞬間決策_淡化,long,20976.0,20936.0,-42.0,stop,-339.0,265.25
2025-06-04,01_瞬間決策_淡化,short,21280.0,21320.0,-42.0,stop,198.0,246.0
2025-06-05,01_瞬間決策_淡化,short,21589.0,21629.0,-42.0,stop,372.0,239.5
2025-06-09,01_瞬間決策_淡化,short,21663.0,21703.0,-42.0,stop,133.0,227.5
2025-06-10,01_瞬間決策_淡化,short,21879.0,21919.0,-42.0,stop,219.0,239.0
2025-06-11,01_瞬間決策_淡化,short,22296.0,22336.0,-42.0,stop,450.0,235.65
2025-06-13,01_瞬間決策_淡化,long,21954.0,21914.0,-42.0,stop,-399.0,236.6
2025-06-16,01_瞬間決策_淡化,long,21686.0,21646.0,-42.0,stop,-623.0,234.55
2025-06-17,01_瞬間決策_淡化,long,21801.0,21761.0,-42.0,stop,-190.0,235.1
