date,formula,direction,entry,pnl_pts,reason,held_bars,gap
2024-05-24,01_gap,short,21519.29,-96.09999999999854,time_1330,8,-207.70714285714712
2024-05-27,01_gap,long,21828.09,-52.63999999999942,time_1330,8,198.4314285714281
2024-05-30,01_gap,short,21505.68,278.40000000000146,time_1330,8,-244.78571428571377
2024-05-31,01_gap,long,21481.32,-244.0,stop,3,98.70285714285637
2024-06-03,01_gap,long,21428.65,212.2199999999939,time_1330,8,331.1814285714281
2024-06-06,01_gap,long,21904.66,-7.919999999998254,time_1330,8,444.00285714285565
2024-06-11,01_gap,long,21926.34,-244.0,stop,8,107.71999999999753
2024-06-12,01_gap,long,21894.99,303.93999999999505,time_1330,8,93.44571428571362
2024-06-13,01_gap,long,22415.78,-244.0,stop,1,278.59142857142797
2024-06-18,01_gap,long,22720.18,70.5,time_1330,8,233.0600000000013
2024-06-19,01_gap,long,23030.71,353.6600000000035,time_1330,8,210.32857142857392
2024-06-21,01_gap,short,23217.15,-244.0,stop,1,-245.4599999999955
2024-06-24,01_gap,short,23030.51,429.61999999999534,time_1330,8,-138.64428571428653
2024-06-25,01_gap,short,22590.05,-244.0,stop,1,-114.20000000000073
2024-06-26,01_gap,long,23038.8,-244.0,stop,4,129.77999999999884
2024-06-27,01_gap,short,22803.62,-208.72000000000116,time_1330,8,-214.82428571428318
2024-07-03,01_gap,long,23003.69,333.4800000000032,time_1330,8,204.85000000000218
2024-07-04,01_gap,long,23418.3,204.45999999999913,time_1330,8,250.69857142856927
2024-07-10,01_gap,short,23840.4,-244.0,stop,2,-111.11000000000422
2024-07-11,01_gap,long,24211.84,352.3799999999974,time_1330,8,260.3842857142845
2024-07-12,01_gap,short,23967.27,96.68000000000029,time_1330,8,-548.3557142857135
2024-07-18,01_gap,short,23382.97,-35.0,time_1330,8,-488.0171428571448
2024-07-19,01_gap,short,23157.76,573.0,time_1330,8,-185.96571428571406
2024-07-23,01_gap,long,22722.02,295.6399999999994,time_1330,8,373.01714285714115
2024-07-26,01_gap,short,22009.61,-244.0,stop,1,-938.6314285714252
2024-07-29,01_gap,long,22331.52,-244.0,stop,2,324.2971428571436
2024-07-30,01_gap,short,22007.19,-244.0,stop,5,-158.65428571428492
2024-07-31,01_gap,short,22173.54,-244.0,stop,2,-163.55714285714566
2024-08-01,01_gap,long,22613.75,-244.0,stop,1,441.6857142857152
2024-08-02,01_gap,short,22032.72,785.260000000002,time_1330,8,-673.3585714285655
2024-08-05,01_gap,short,20189.02,-244.0,stop,1,-1050.5557142857142
2024-08-06,01_gap,long,20253.85,-244.0,stop,1,774.0485714285714
2024-08-08,01_gap,short,20833.07,-244.0,stop,1,-414.67857142856883
2024-08-09,01_gap,long,21419.55,94.90000000000146,time_1330,8,554.5571428571457
2024-08-14,01_gap,long,22040.05,-29.599999999998545,time_1330,8,258.0
2024-08-16,01_gap,long,22301.65,91.36000000000058,time_1330,8,393.6142857142877
2024-08-29,01_gap,short,22041.91,-244.0,stop,2,-315.45857142857494
2024-09-02,01_gap,long,22370.56,-244.0,stop,1,141.971428571429
2024-09-04,01_gap,short,21280.88,372.26000000000204,time_1330,8,-985.0785714285703
2024-09-05,01_gap,long,21443.02,-244.0,stop,5,258.6528571428571
2024-09-09,01_gap,short,20978.74,-244.0,stop,5,-492.2142857142826
2024-09-10,01_gap,long,21249.78,-244.0,stop,1,160.51142857142986
2024-09-12,01_gap,long,21437.11,428.27999999999884,time_1330,8,521.8328571428538
2024-09-13,01_gap,long,21723.32,68.66000000000349,time_1330,8,125.27857142856737
2024-09-20,01_gap,long,22254.42,-194.0,time_1330,8,272.17857142857247
2024-09-25,01_gap,long,22728.67,61.86000000000058,time_1330,8,248.82000000000335
2024-09-26,01_gap,long,22869.13,-24.639999999999418,time_1330,8,166.28285714285812
2024-09-27,01_gap,long,23045.28,-244.0,stop,2,164.1314285714252
2024-09-30,01_gap,short,22648.0,842.9199999999983,time_1330,8,-215.78714285714523
2024-10-01,01_gap,long,22439.11,-244.0,stop,1,176.92428571428536
2024-10-07,01_gap,long,22636.94,127.24000000000524,time_1330,8,236.6428571428587
2024-10-09,01_gap,long,22850.0,-244.0,stop,1,265.0585714285735
2024-10-11,01_gap,long,22921.89,-44.5,time_1330,8,112.93428571428376
2024-10-15,01_gap,long,23121.3,337.4800000000032,time_1330,8,141.44285714285797
2024-10-16,01_gap,short,22989.36,-244.0,stop,2,-373.0642857142848
2024-10-17,01_gap,long,23009.33,85.0199999999968,time_1330,8,124.59428571428361
2024-10-18,01_gap,long,23576.91,-244.0,stop,6,587.8985714285736
2024-10-21,01_gap,long,23598.12,-115.18000000000029,time_1330,8,134.99142857142942
2024-10-22,01_gap,short,23435.99,-202.87999999999738,time_1330,8,-143.76142857142622
2024-10-23,01_gap,short,23432.95,192.38000000000466,time_1330,8,-151.11142857143204
2024-10-25,01_gap,long,23312.49,67.91999999999825,time_1330,8,111.86857142857116
2024-10-28,01_gap,long,23456.34,-244.0,stop,1,194.47999999999956
2024-10-29,01_gap,short,22925.16,-6.860000000000582,time_1330,8,-155.9171428571426
2024-11-01,01_gap,short,22443.74,-244.0,stop,1,-543.6314285714288
2024-11-08,01_gap,long,23641.76,-244.0,stop,5,259.8057142857142
2024-11-12,01_gap,short,23120.75,273.9599999999991,time_1330,8,-308.9971428571407
2024-11-15,01_gap,long,22868.34,-244.0,stop,2,128.4728571428568
2024-11-19,01_gap,long,22628.53,436.5400000000009,time_1330,8,151.1457142857107
2024-11-22,01_gap,long,22881.54,41.55999999999767,time_1330,8,335.27999999999884
2024-11-25,01_gap,long,23119.2,-244.0,stop,1,182.48428571428667
2024-11-26,01_gap,short,22722.66,83.80000000000291,time_1330,8,-190.22857142857174
2024-11-29,01_gap,short,22215.75,-244.0,stop,3,-193.35428571428565
2024-12-02,01_gap,long,22648.39,173.08000000000175,time_1330,8,320.0528571428622
2024-12-03,01_gap,long,23072.86,-94.80000000000291,time_1330,8,334.69857142856927
2024-12-04,01_gap,long,23081.53,343.6000000000058,time_1330,8,139.64428571428653
2024-12-11,01_gap,short,22959.4,-244.0,stop,1,-207.5628571428606
2024-12-12,01_gap,long,23137.7,-185.8000000000029,time_1330,8,209.8428571428558
2024-12-16,01_gap,long,23217.18,-244.0,stop,2,227.69142857143015
2024-12-19,01_gap,short,22839.59,-189.3199999999997,time_1330,8,-373.04428571428434
2024-12-20,01_gap,short,22790.82,557.1399999999994,time_1330,8,-139.5214285714319
2024-12-23,01_gap,long,22946.89,311.3000000000029,time_1330,8,390.3757142857103
2024-12-24,01_gap,long,23236.95,-237.41999999999825,time_1330,8,206.4628571428584
2024-12-25,01_gap,long,23227.53,-18.799999999995634,time_1330,8,141.2642857142855
2024-12-31,01_gap,short,22984.94,-244.0,stop,6,-106.83714285714086
2025-01-03,01_gap,long,22995.45,-178.3000000000029,time_1330,8,244.04714285714
2025-01-06,01_gap,long,23269.72,551.9799999999959,time_1330,8,358.25285714285565
2025-01-07,01_gap,long,23824.34,-244.0,stop,6,354.7042857142842
2025-01-08,01_gap,short,23598.37,378.07999999999447,time_1330,8,-132.85999999999694
2025-01-14,01_gap,long,22577.48,436.08000000000175,time_1330,8,125.19571428571726
2025-01-16,01_gap,long,22914.1,218.0,time_1330,8,454.0185714285726
2025-01-17,01_gap,long,22955.76,380.6400000000067,time_1330,8,147.1785714285761
2025-01-22,01_gap,long,23558.14,-69.45999999999913,time_1330,8,267.7599999999984
2025-02-03,01_gap,short,22742.23,91.04000000000087,time_1330,8,-991.2971428571473
2025-02-04,01_gap,long,22856.7,-244.0,stop,7,195.94571428571362
2025-02-05,01_gap,long,23218.92,-244.0,stop,7,251.55571428571784
2025-02-06,01_gap,long,23337.91,-244.0,stop,7,140.93428571428376
2025-02-11,01_gap,long,23391.0,-17.900000000001455,time_1330,8,152.17571428571682
2025-02-14,01_gap,short,23236.95,164.6800000000003,time_1330,8,-202.90428571428492
2025-02-17,01_gap,long,23386.17,234.32000000000698,time_1330,8,143.57285714285536
2025-02-24,01_gap,short,23493.58,-147.45999999999913,time_1330,8,-240.2957142857158
2025-02-25,01_gap,short,23268.29,-38.86000000000058,time_1330,8,-241.32142857143117
2025-03-03,01_gap,short,22692.33,-131.8399999999965,time_1330,8,-410.4114285714277
2025-03-04,01_gap,short,22410.69,-244.0,stop,1,-355.7314285714274
2025-03-05,01_gap,long,22915.39,-90.97999999999593,time_1330,8,283.93714285714304
2025-03-11,01_gap,short,21882.5,-244.0,stop,1,-514.0914285714243
2025-03-12,01_gap,long,22215.62,121.4800000000032,time_1330,8,131.00857142857058
2025-03-13,01_gap,long,22428.52,-244.0,stop,2,238.221428571429
2025-03-17,01_gap,long,22188.22,-143.1800000000003,time_1330,8,243.19285714285434
2025-03-18,01_gap,long,22320.82,-244.0,stop,2,156.46285714285477
2025-03-20,01_gap,long,22255.11,240.29999999999563,time_1330,8,280.35142857143
2025-03-24,01_gap,long,22288.24,-244.0,stop,4,158.23571428571813
2025-03-25,01_gap,long,22346.27,-150.1600000000035,time_1330,8,260.97428571428463
2025-03-27,01_gap,short,21992.07,76.62000000000262,time_1330,8,-268.50571428571493
2025-03-28,01_gap,short,21755.38,300.9800000000032,time_1330,8,-176.27142857142826
2025-03-31,01_gap,short,21072.67,749.5399999999936,time_1330,8,-611.9285714285688
2025-04-01,01_gap,long,21054.7,446.93999999999505,time_1330,8,302.9042857142849
2025-04-07,01_gap,short,19254.93,41.16000000000349,time_1330,8,-2082.8428571428594
2025-04-08,01_gap,short,18662.88,678.9300000000003,time_1330,8,-821.9342857142838
2025-04-09,01_gap,short,18057.19,1076.0,tp2,5,-267.58000000000175
2025-04-10,01_gap,long,19013.28,-30.5,time_1330,8,1585.9457142857173
2025-04-11,01_gap,short,18952.08,-244.0,stop,1,-480.89571428571435
2025-04-14,01_gap,long,19796.23,-244.0,stop,1,327.6714285714261
2025-04-23,01_gap,long,19460.34,353.59999999999854,time_1330,8,534.6914285714302
2025-04-25,01_gap,long,19928.16,-114.86000000000058,time_1330,8,507.3442857142836
2025-05-02,01_gap,long,20586.98,397.3199999999997,time_1330,8,371.78571428571377
2025-05-09,01_gap,long,20689.91,446.26000000000204,time_1330,8,192.15999999999622
2025-05-12,01_gap,long,21149.74,-44.400000000001455,time_1330,8,126.46428571428623
2025-05-13,01_gap,long,21522.6,-244.0,stop,1,481.46428571428623
2025-05-14,01_gap,long,21645.4,270.93999999999505,time_1330,8,307.4442857142858
2025-05-20,01_gap,long,21697.79,-244.0,stop,3,189.87428571428245
