formula,setup,sl,tp,trades,total_pnl,avg_pnl,win_rate,pf,max_dd,tp_rate,stop_rate,score
03,30dir_5entry,40,120,271,-2231.6800000000076,-8.234981549815526,0.28044280442804426,0.6791078148163583,-2795.4900000000052,0.08487084870848709,0.5793357933579336,-3693.6034370367383
03,5dir_1entry,40,150,331,-1745.7700000000114,-5.274229607250789,0.2537764350453172,0.8289049552555924,-3906.0499999999993,0.12084592145015106,0.7250755287009063,-3733.0140089488923
03,30dir_5entry,60,250,271,-2274.730000000003,-8.393837638376395,0.33948339483394835,0.7203990348626962,-2810.5200000000004,0.0036900369003690036,0.4132841328413284,-3735.910193027464
03,5min_only,50,200,331,-2402.9000000000087,-7.259516616314226,0.31722054380664655,0.7831859724599528,-2674.170000000009,0.03625377643504532,0.6193353474320241,-3783.3478055080227
03,30dir_5entry,80,250,271,-2339.810000000012,-8.633985239852443,0.3726937269372694,0.7360009928973975,-2862.530000000006,0.007380073800738007,0.2988929889298893,-3823.8748014205357
03,1min_only,40,120,331,-2028.3400000000001,-6.127915407854985,0.2598187311178248,0.8006051621630125,-3551.7899999999972,0.17522658610271905,0.7250755287009063,-3844.1139675673962
03,30dir_5entry,40,100,271,-2355.1200000000026,-8.690479704797058,0.2878228782287823,0.6572182091546455,-2855.0300000000025,0.11439114391143912,0.5719557195571956,-3851.1913581690746
03,30dir_5entry,40,250,271,-2357.8300000000054,-8.700479704797068,0.2656826568265683,0.6689654494630474,-2933.6200000000026,0.0036900369003690036,0.5940959409594095,-3890.8469101073974
03,1min_only,40,100,331,-2083.9100000000035,-6.295800604229618,0.27492447129909364,0.7908241722944486,-3547.0800000000017,0.22054380664652568,0.7099697885196374,-3899.2851655411146
03,5min_only,60,100,331,-2479.3399999999965,-7.490453172205427,0.37462235649546827,0.7854212013553223,-2843.470000000001,0.23867069486404835,0.5226586102719033,-3943.9907597289325
03,30dir_5entry,40,150,271,-2414.140000000003,-8.908265682656838,0.2693726937269373,0.659049149720151,-2953.040000000001,0.04428044280442804,0.5904059040590406,-3958.850170055973
