formula,tf,gap_mult,sl,tp,trades,total_pnl,avg_pnl,win_rate,pf,max_dd,tp_rate,stop_rate,score
01,30min,0.7,30,100,92,1070.6600000000071,11.63760869565225,0.34782608695652173,1.564729835221643,-320.0,0.31521739130434784,0.6304347826086957,1023.6059670443358
01,30min,0.2,40,80,230,1218.0000000000036,5.2956521739130595,0.40869565217391307,1.2142385998856697,-504.0,0.3695652173913043,0.5869565217391305,1008.8477199771376
01,30min,0.7,60,150,92,1225.0800000000054,13.316086956521797,0.391304347826087,1.3765271404554318,-597.0200000000004,0.25,0.5434782608695652,1001.8754280910915
01,30min,0.7,80,250,92,1379.5000000000073,14.994565217391383,0.43478260869565216,1.3689656924759905,-929.3899999999958,0.07608695652173914,0.43478260869565216,988.5981384952075
01,5min,0.7,80,480,92,1292.9500000000044,14.053804347826134,0.40217391304347827,1.3247663375339425,-749.2000000000044,0.021739130434782608,0.5108695652173914,983.3032675067907
01,30min,0.5,60,250,126,1487.37000000001,11.804523809523888,0.373015873015873,1.3309495466429349,-1146.8999999999978,0.07142857142857142,0.5476190476190477,980.109909328598
01,5min,0.5,60,400,126,1217.3300000000127,9.661349206349307,0.35714285714285715,1.2583105931681926,-586.3600000000006,0.023809523809523808,0.5873015873015873,975.8121186336509
01,30min,0.5,80,300,126,1653.140000000003,13.120158730158755,0.42857142857142855,1.319265346324318,-1493.239999999998,0.03968253968253968,0.4523809523809524,970.3730692648677
01,5min,0.7,50,300,92,1288.8300000000054,14.009021739130493,0.30434782608695654,1.4101719512311575,-807.8999999999978,0.06521739130434782,0.6521739130434783,966.914390246238
01,30min,0.35,60,120,176,1272.6500000000087,7.230965909090958,0.4147727272727273,1.210008250825084,-697.3899999999994,0.3068181818181818,0.5340909090909091,965.9566501650258
01,30min,0.5,30,100,126,1085.150000000005,8.612301587301628,0.3333333333333333,1.4073569380002124,-426.0,0.2857142857142857,0.6507936507936508,953.6213876000476
01,5min,0.7,60,300,92,1299.2900000000081,14.122717391304436,0.3695652173913043,1.387989058701978,-877.1699999999983,0.06521739130434782,0.5760869565217391,938.3028117404046
01,5min,0.7,100,480,92,1267.1600000000035,13.773478260869604,0.45652173913043476,1.2909620281648755,-783.3600000000006,0.021739130434782608,0.43478260869565216,933.6724056329783
01,30min,0.7,60,250,92,1232.1600000000108,13.393043478260987,0.3695652173913043,1.3696705499035475,-764.3099999999977,0.07608695652173914,0.5543478260869565,923.9391099807215
01,30min,0.3,120,200,192,1832.1200000000135,9.542291666666737,0.46875,1.1976627266175577,-1916.4199999999873,0.15104166666666666,0.3125,913.4425453235314
01,30min,0.7,100,250,92,1268.6300000000083,13.78945652173922,0.45652173913043476,1.3094634646111083,-877.9199999999946,0.07608695652173914,0.34782608695652173,891.5626929222326
01,30min,0.5,60,150,126,1361.6000000000058,10.806349206349253,0.3968253968253968,1.3089924612738237,-1065.0,0.23015873015873015,0.5396825396825397,890.8984922547705
01,5min,0.7,40,400,92,1252.6000000000022,13.615217391304371,0.25,1.4509957118322474,-911.4400000000023,0.021739130434782608,0.717391304347826,887.0791423664505
