formula,tf,retrace,sl,tp,trades,total_pnl,avg_pnl,win_rate,pf,max_dd,tp_rate,stop_rate,score
02,1min,30,80,150,169,-2307.350000000013,-13.652958579881734,0.3727810650887574,0.6989625110572405,-2784.2400000000125,0.13609467455621302,0.514792899408284,-3759.677497788571
02,1min,50,80,200,186,-2220.7700000000114,-11.939623655914039,0.3655913978494624,0.7397238278741158,-3030.4400000000096,0.08602150537634409,0.521505376344086,-3788.045234425193
02,1min,50,60,120,186,-2243.5200000000004,-12.06193548387097,0.3387096774193548,0.6901455136066822,-2978.8200000000033,0.1827956989247312,0.6075268817204301,-3794.9008972786655
02,1min,80,50,120,198,-2305.959999999999,-11.646262626262622,0.2878787878787879,0.6749715278012696,-3123.1100000000006,0.17676767676767677,0.6767676767676768,-3932.5206944397455
02,1min,50,80,250,186,-2266.9100000000108,-12.18768817204307,0.3602150537634409,0.7368452212352388,-3259.860000000008,0.03225806451612903,0.5268817204301075,-3949.470955752967
02,1min,50,80,150,186,-2480.380000000012,-13.335376344086086,0.3709677419354839,0.7064764104724521,-2957.670000000013,0.13978494623655913,0.5161290322580645,-4017.9197179055277
02,1min,80,80,200,198,-2205.5800000000163,-11.139292929293012,0.35353535353535354,0.7628324445921184,-3539.1000000000095,0.09595959595959595,0.5353535353535354,-4022.5635110815974
02,1min,50,60,100,186,-2526.7199999999975,-13.584516129032245,0.34408602150537637,0.6480185441091252,-3037.869999999999,0.21505376344086022,0.6021505376344086,-4116.051291178172
02,1min,80,80,250,198,-2224.6300000000156,-11.235505050505129,0.3484848484848485,0.7628748399805138,-3768.5200000000077,0.04040404040404041,0.5404040404040404,-4156.315032003917
02,1min,30,80,120,169,-2499.130000000012,-14.787751479290012,0.38461538461538464,0.6668119872117908,-3210.2500000000146,0.1893491124260355,0.5029585798816568,-4170.892602557661
02,1min,80,60,150,198,-2475.9300000000076,-12.504696969697008,0.30303030303030304,0.6969693631770639,-3299.9500000000044,0.1414141414141414,0.6464646464646465,-4186.511127364597
02,1min,30,80,100,169,-2602.910000000007,-15.40183431952667,0.3905325443786982,0.649140141211485,-3074.0300000000097,0.24260355029585798,0.4970414201183432,-4210.096971757715
02,1min,80,50,100,198,-2617.8799999999974,-13.221616161616149,0.29292929292929293,0.6282814399145776,-3203.029999999999,0.19696969696969696,0.6717171717171717,-4293.7387120170815
02,1min,80,80,150,198,-2598.780000000017,-13.1251515151516,0.35858585858585856,0.7180654113241183,-3449.920000000013,0.15656565656565657,0.5303030303030303,-4380.1269177352
02,1min,50,80,120,186,-2691.880000000012,-14.472473118279634,0.3817204301075269,0.675143247457266,-3335.96000000001,0.1989247311827957,0.5053763440860215,-4424.831350508563
02,1min,50,80,100,186,-3018.950000000008,-16.230913978494666,0.3870967741935484,0.6320310176540272,-3406.790000000008,0.23655913978494625,0.5,-4795.938796469207
02,1min,80,60,120,198,-2870.6600000000035,-14.498282828282846,0.31313131313131315,0.6432438209620006,-3735.810000000005,0.18686868686868688,0.6363636363636364,-4809.9162358076055
02,1min,80,80,120,198,-2995.2000000000153,-15.127272727272805,0.3686868686868687,0.6691728326744831,-3905.7300000000105,0.21212121212121213,0.5202020202020202,-5014.2304334651235
02,1min,80,80,100,198,-3252.750000000011,-16.428030303030358,0.3787878787878788,0.6340977786576996,-3767.6400000000103,0.2474747474747475,0.51010101010101,-5209.750444268476
02,1min,80,60,100,198,-3224.34,-16.284545454545455,0.3181818181818182,0.5961781237788931,-3869.4900000000016,0.21212121212121213,0.6313131313131313,-5239.849375244223
